REF_START	REF_END	QUERY_START	QUERY_END	REF_LENGTH	QUERY_LENGTH	IDENTITY	REF_NAME	QUERY_NAME
14391	15428	14326	15363	1038	1038	91.04	MT939487	MT939488
15815	27970	15695	27835	12156	12141	98.4	MT939487	MT939488
333396	329389	334990	331001	4008	3990	98.73	MT939487	MT939488
327637	326582	328776	327724	1056	1053	97.75	MT939487	MT939488
27947	29926	27813	29792	1980	1980	99.39	MT939487	MT939488
326589	326089	327730	327230	501	501	98.8	MT939487	MT939488
29922	30401	29790	30269	480	480	99.38	MT939487	MT939488
316703	313188	317064	313516	3516	3549	96.87	MT939487	MT939488
316665	313189	317026	313517	3477	3510	97.95	MT939487	MT939488
313005	308779	313519	309293	4227	4227	97.02	MT939487	MT939488
308159	307494	308709	308044	666	666	95.95	MT939487	MT939488
307498	302630	308047	303179	4869	4869	98.21	MT939487	MT939488
302639	299979	303187	300527	2661	2661	99.55	MT939487	MT939488
295986	295120	295869	295006	867	864	92.39	MT939487	MT939488
296003	295128	295886	295014	876	873	91.78	MT939487	MT939488
295136	290166	295023	290053	4971	4971	99.22	MT939487	MT939488
61087	100386	60961	100266	39300	39306	99.17	MT939487	MT939488
268544	265290	268417	265163	3255	3255	98.71	MT939487	MT939488
258581	258021	258451	257891	561	561	96.79	MT939487	MT939488
100364	105253	100243	105132	4890	4890	99.45	MT939487	MT939488
105239	136627	105119	136507	31389	31389	99.34	MT939487	MT939488
136739	258058	136616	257929	121320	121314	99.54	MT939487	MT939488
258638	265300	258512	265174	6663	6663	99.01	MT939487	MT939488
268520	290179	268394	290065	21660	21672	99.52	MT939487	MT939488
290160	295130	290047	295017	4971	4971	99.22	MT939487	MT939488
61088	30399	60961	30266	30690	30696	99.08	MT939487	MT939488
295990	299988	296537	300535	3999	3999	99.62	MT939487	MT939488
308791	313029	309305	313543	4239	4239	96.04	MT939487	MT939488
313187	316663	313515	317024	3477	3510	97.95	MT939487	MT939488
317147	319753	318274	320892	2607	2619	98.85	MT939487	MT939488
319752	326093	320892	327233	6342	6342	99.53	MT939487	MT939488
327684	329387	329297	331000	1704	1704	99.47	MT939487	MT939488
13370	12897	13298	12825	474	474	98.73	MT939487	MT939488
8646	6472	8571	6397	2175	2175	99.03	MT939487	MT939488
6476	3495	6402	3421	2982	2982	98.39	MT939487	MT939488
353264	355339	354856	356931	2076	2076	99.28	MT939487	MT939488
2	436	351945	352388	435	444	66.01	MT939488	LT960552
669	998	2	307	330	306	64.55	MT939488	LT960552
1589	2449	897	1739	861	843	77.0	MT939488	LT960552
2523	2870	1837	2163	348	327	71.55	MT939488	LT960552
3287	4426	2577	3767	1140	1191	69.4	MT939488	LT960552
5335	5823	4683	5171	489	489	77.3	MT939488	LT960552
8569	8913	6464	6832	345	369	50.81	MT939488	LT960552
9060	10400	6648	7994	1341	1347	72.73	MT939488	LT960552
11781	12377	8714	9382	597	669	61.33	MT939488	LT960552
12683	13321	10082	10708	639	627	63.08	MT939488	LT960552
343430	342624	343382	342603	807	780	47.78	MT939488	LT960552
13823	14557	11832	12542	735	711	62.04	MT939488	LT960552
14830	15153	12578	12916	324	339	64.6	MT939488	LT960552
342594	341440	342577	341423	1155	1155	53.35	MT939488	LT960552
15365	17722	12998	15331	2358	2334	75.1	MT939488	LT960552
17606	18676	15225	16301	1071	1077	70.99	MT939488	LT960552
20084	21403	18509	19819	1320	1311	70.68	MT939488	LT960552
20098	21438	18523	19854	1341	1332	63.31	MT939488	LT960552
334855	334529	333485	333159	327	327	74.31	MT939488	LT960552
21412	22512	19815	20912	1101	1098	54.74	MT939488	LT960552
23099	24121	20940	21950	1023	1011	56.81	MT939488	LT960552
24632	25081	22475	22924	450	450	89.33	MT939488	LT960552
25120	25665	22962	23507	546	546	90.66	MT939488	LT960552
27007	27846	24833	25681	840	849	73.59	MT939488	LT960552
27853	28920	25686	26756	1068	1071	47.79	MT939488	LT960552
28949	29935	26786	27793	987	1008	47.83	MT939488	LT960552
30387	31544	28270	29427	1158	1158	70.98	MT939488	LT960552
31521	32381	29406	30266	861	861	58.19	MT939488	LT960552
32394	32972	30280	30858	579	579	73.58	MT939488	LT960552
32974	34434	30879	32348	1461	1470	67.48	MT939488	LT960552
34876	35697	32798	33619	822	822	90.51	MT939488	LT960552
321755	320775	323609	322641	981	969	59.76	MT939488	LT960552
35682	36011	33602	33931	330	330	83.64	MT939488	LT960552
36076	37233	34245	35414	1158	1170	85.64	MT939488	LT960552
320773	319631	322638	321496	1143	1143	77.17	MT939488	LT960552
37205	39208	35387	37384	2004	1998	72.43	MT939488	LT960552
39465	40271	37567	38400	807	834	70.86	MT939488	LT960552
40255	41976	38383	40083	1722	1701	57.14	MT939488	LT960552
42592	44088	40101	41597	1497	1497	76.55	MT939488	LT960552
44092	45339	41600	42850	1248	1251	87.77	MT939488	LT960552
45331	51876	42840	49430	6546	6591	70.45	MT939488	LT960552
309072	308395	310674	309985	678	690	80.43	MT939488	LT960552
308115	307693	309744	309322	423	423	81.56	MT939488	LT960552
308165	307689	309797	309315	477	483	71.6	MT939488	LT960552
305876	305433	307739	307308	444	432	66.0	MT939488	LT960552
51799	52107	49313	49621	309	309	65.05	MT939488	LT960552
52648	53070	50163	50588	423	426	63.38	MT939488	LT960552
53245	54381	51831	52976	1137	1146	89.01	MT939488	LT960552
302508	301963	305433	304864	546	570	58.85	MT939488	LT960552
54330	56474	52921	55071	2145	2151	78.44	MT939488	LT960552
301322	300849	304320	303841	474	480	88.12	MT939488	LT960552
56510	57397	55677	56570	888	894	63.76	MT939488	LT960552
57383	60991	56989	60597	3609	3609	78.47	MT939488	LT960552
297275	296955	299228	298884	321	345	64.35	MT939488	LT960552
296957	296541	298700	298284	417	417	72.66	MT939488	LT960552
296521	295892	298253	297621	630	633	64.93	MT939488	LT960552
61000	61890	60605	61498	891	894	72.82	MT939488	LT960552
294751	294221	296681	296139	531	543	62.98	MT939488	LT960552
62961	63608	62574	63218	648	645	73.61	MT939488	LT960552
63597	64709	63211	64314	1113	1104	65.15	MT939488	LT960552
292565	291861	294326	293634	705	693	63.83	MT939488	LT960552
65296	67944	64573	67224	2649	2652	71.22	MT939488	LT960552
67973	69976	67710	69734	2004	2025	67.21	MT939488	LT960552
67822	69924	67544	69658	2103	2115	76.98	MT939488	LT960552
288532	287975	290067	289465	558	603	46.8	MT939488	LT960552
287294	286869	288830	288405	426	426	90.85	MT939488	LT960552
70043	72277	70883	73117	2235	2235	88.99	MT939488	LT960552
70047	72305	70887	73145	2259	2259	73.17	MT939488	LT960552
72937	73788	73111	73950	852	840	77.82	MT939488	LT960552
73753	78318	74687	79324	4566	4638	40.11	MT939488	LT960552
282326	281520	283987	283187	807	801	71.38	MT939488	LT960552
279987	279511	281582	281088	477	495	64.24	MT939488	LT960552
79932	81905	78212	80137	1974	1926	30.83	MT939488	LT960552
82814	87094	83876	88108	4281	4233	61.98	MT939488	LT960552
82815	89105	83877	90164	6291	6288	63.05	MT939488	LT960552
273515	273009	274587	274078	507	510	84.71	MT939488	LT960552
86188	89613	87190	90684	3426	3495	62.9	MT939488	LT960552
268439	267669	269707	268940	771	768	58.75	MT939488	LT960552
267648	266179	268920	267475	1470	1446	51.42	MT939488	LT960552
91037	91645	91626	92231	609	606	54.19	MT939488	LT960552
91785	92387	92911	93525	603	615	77.18	MT939488	LT960552
93097	93498	94232	94633	402	402	88.06	MT939488	LT960552
93505	93984	94642	95121	480	480	90.62	MT939488	LT960552
95022	95984	95147	96151	963	1005	68.42	MT939488	LT960552
95020	95916	95148	96026	897	879	78.93	MT939488	LT960552
96198	96752	97149	97703	555	555	77.84	MT939488	LT960552
97279	97887	98231	98839	609	609	60.98	MT939488	LT960552
97889	98566	98845	99519	678	675	74.34	MT939488	LT960552
98566	98889	99520	99843	324	324	55.56	MT939488	LT960552
98958	100223	100473	101738	1266	1266	78.17	MT939488	LT960552
100549	102225	102096	103772	1677	1677	86.45	MT939488	LT960552
102156	102584	103695	104132	429	438	60.96	MT939488	LT960552
102632	103153	104179	104697	522	519	82.18	MT939488	LT960552
103674	105098	105242	106672	1425	1431	84.28	MT939488	LT960552
105462	107129	107019	108686	1668	1668	88.31	MT939488	LT960552
107123	108469	108679	110025	1347	1347	77.06	MT939488	LT960552
108432	108965	109987	110520	534	534	79.21	MT939488	LT960552
108973	109752	110512	111288	780	777	61.07	MT939488	LT960552
109695	110891	111229	112398	1197	1170	79.0	MT939488	LT960552
110837	114328	112370	115816	3492	3447	84.62	MT939488	LT960552
243717	242998	244863	244138	720	726	79.75	MT939488	LT960552
114384	115976	116299	117891	1593	1593	82.49	MT939488	LT960552
115953	119225	117867	121136	3273	3270	84.83	MT939488	LT960552
119216	119638	121125	121556	423	432	54.05	MT939488	LT960552
119468	121216	121743	123548	1749	1806	67.77	MT939488	LT960552
121219	122091	123549	124439	873	891	68.56	MT939488	LT960552
122104	123447	124451	125794	1344	1344	80.36	MT939488	LT960552
123448	126702	125796	129035	3255	3240	75.09	MT939488	LT960552
126694	127935	129017	130267	1242	1251	68.65	MT939488	LT960552
128514	129971	130827	132356	1458	1530	55.64	MT939488	LT960552
226623	226084	228417	227869	540	549	57.3	MT939488	LT960552
140188	142512	139891	142218	2325	2328	81.72	MT939488	LT960552
145802	148237	146788	149226	2436	2439	86.61	MT939488	LT960552
195048	194377	195886	195227	672	660	91.07	MT939488	LT960552
194376	193660	195225	194509	717	717	88.7	MT939488	LT960552
187020	186415	187906	187304	606	603	44.83	MT939488	LT960552
170835	173075	171788	174070	2241	2283	82.42	MT939488	LT960552
174344	176980	175319	177946	2637	2628	60.65	MT939488	LT960552
177351	179738	178341	180698	2388	2358	87.36	MT939488	LT960552
179691	186803	180652	187689	7113	7038	76.38	MT939488	LT960552
176966	173688	177935	174690	3279	3246	72.98	MT939488	LT960552
174021	173620	175023	174625	402	399	83.58	MT939488	LT960552
173674	173036	174680	174036	639	645	70.51	MT939488	LT960552
170916	161806	171907	162794	9111	9114	75.54	MT939488	LT960552
186978	187409	187869	188300	432	432	82.64	MT939488	LT960552
187403	190477	188293	191361	3075	3069	91.61	MT939488	LT960552
190951	192708	191810	193552	1758	1743	74.57	MT939488	LT960552
192665	193705	193516	194553	1041	1038	74.0	MT939488	LT960552
195056	197200	196157	198289	2145	2133	73.01	MT939488	LT960552
161826	158335	162813	159322	3492	3492	89.86	MT939488	LT960552
197277	200456	198332	201490	3180	3159	84.43	MT939488	LT960552
158356	148220	159344	149208	10137	10137	86.15	MT939488	LT960552
200445	201686	201480	202721	1242	1242	90.6	MT939488	LT960552
201636	203330	202669	204360	1695	1692	84.96	MT939488	LT960552
203303	204148	204335	205180	846	846	71.99	MT939488	LT960552
204215	210652	205216	211656	6438	6441	82.39	MT939488	LT960552
210642	213200	211648	214206	2559	2559	83.24	MT939488	LT960552
145916	142515	146901	143497	3402	3405	74.98	MT939488	LT960552
145915	142436	146900	143409	3480	3492	74.72	MT939488	LT960552
213202	216045	214206	217049	2844	2844	78.95	MT939488	LT960552
215965	217089	216949	218091	1125	1143	84.97	MT939488	LT960552
140190	139018	139894	138725	1173	1170	89.77	MT939488	LT960552
217087	217809	218090	218812	723	723	90.46	MT939488	LT960552
217793	221371	218795	222370	3579	3576	84.34	MT939488	LT960552
139046	136479	138752	136128	2568	2625	68.56	MT939488	LT960552
136865	133476	136163	133020	3390	3144	54.77	MT939488	LT960552
221417	222844	223188	224624	1428	1437	84.38	MT939488	LT960552
223084	224202	224870	225994	1119	1125	73.07	MT939488	LT960552
133487	132801	133035	132355	687	681	66.09	MT939488	LT960552
224154	226490	225942	228275	2337	2334	69.87	MT939488	LT960552
226085	226570	227870	228358	486	489	65.64	MT939488	LT960552
226614	229412	228389	231187	2799	2799	82.96	MT939488	LT960552
129958	127940	132343	130274	2019	2070	62.46	MT939488	LT960552
127982	127464	130311	129796	519	516	69.36	MT939488	LT960552
229420	235557	231196	237360	6138	6165	69.6	MT939488	LT960552
235513	237672	237312	239465	2160	2154	91.97	MT939488	LT960552
121224	119914	123556	122246	1311	1311	73.26	MT939488	LT960552
237597	239087	239397	240893	1491	1497	86.77	MT939488	LT960552
239083	239940	240888	241748	858	861	81.03	MT939488	LT960552
240547	243009	241692	244148	2463	2457	78.32	MT939488	LT960552
114436	111437	115891	112925	3000	2967	70.4	MT939488	LT960552
243722	247795	244869	248942	4074	4074	71.81	MT939488	LT960552
247782	248777	248928	249902	996	975	54.63	MT939488	LT960552
248783	250033	249910	251157	1251	1248	86.36	MT939488	LT960552
250019	251254	251144	252376	1236	1233	90.56	MT939488	LT960552
251231	253987	252352	255117	2757	2766	67.38	MT939488	LT960552
253993	255522	255124	256647	1530	1524	49.33	MT939488	LT960552
255491	258070	256617	259193	2580	2577	82.58	MT939488	LT960552
100237	99380	101758	100895	858	864	78.12	MT939488	LT960552
259525	260748	260958	262127	1224	1170	71.57	MT939488	LT960552
259832	260764	261214	262149	933	936	78.27	MT939488	LT960552
96809	96210	97760	97161	600	600	56.44	MT939488	LT960552
260756	261982	262376	263587	1227	1212	72.57	MT939488	LT960552
95920	95024	96030	95149	897	882	74.25	MT939488	LT960552
261976	262992	263585	264601	1017	1017	79.35	MT939488	LT960552
263439	265202	264728	266497	1764	1770	71.02	MT939488	LT960552
92558	91785	93690	92911	774	780	62.98	MT939488	LT960552
263470	265242	264759	266516	1773	1758	57.0	MT939488	LT960552
265166	265537	266661	267041	372	381	56.06	MT939488	LT960552
265420	266109	266916	267611	690	696	52.79	MT939488	LT960552
266345	267658	267623	268930	1314	1308	53.2	MT939488	LT960552
90701	89496	91293	90073	1206	1221	64.62	MT939488	LT960552
89089	85937	90142	86954	3153	3189	66.29	MT939488	LT960552
268394	270124	269664	271379	1731	1716	76.47	MT939488	LT960552
270094	270426	271889	272221	333	333	83.78	MT939488	LT960552
271480	272727	272530	273801	1248	1272	82.78	MT939488	LT960552
273549	274751	275117	276322	1203	1206	72.14	MT939488	LT960552
274726	275361	276299	276931	636	633	75.94	MT939488	LT960552
276432	276770	277630	277968	339	339	71.93	MT939488	LT960552
276856	278652	278405	280183	1797	1779	79.33	MT939488	LT960552
278623	279045	280183	280611	423	429	59.44	MT939488	LT960552
279423	279944	280988	281521	522	534	74.16	MT939488	LT960552
279916	280359	281846	282259	444	414	72.97	MT939488	LT960552
280668	281279	282567	283166	612	600	55.61	MT939488	LT960552
281516	282307	283201	283974	792	774	74.62	MT939488	LT960552
282290	282589	283967	284269	300	303	67.33	MT939488	LT960552
283126	283839	284278	284991	714	714	84.87	MT939488	LT960552
283843	284181	284993	285331	339	339	68.14	MT939488	LT960552
284658	286892	286222	288429	2235	2208	73.63	MT939488	LT960552
286870	287295	288406	288831	426	426	90.85	MT939488	LT960552
287292	287804	288829	289332	513	504	63.16	MT939488	LT960552
287765	288457	289294	289956	693	663	48.29	MT939488	LT960552
67987	66371	67267	65651	1617	1617	70.72	MT939488	LT960552
290071	290727	292199	292852	657	654	64.09	MT939488	LT960552
290804	291145	293024	293356	342	333	85.96	MT939488	LT960552
290805	291161	293025	293372	357	348	66.39	MT939488	LT960552
291860	292540	293633	294313	681	681	74.45	MT939488	LT960552
64770	63985	64375	63605	786	771	60.69	MT939488	LT960552
293154	293564	294732	295142	411	411	72.26	MT939488	LT960552
293519	293851	295282	295629	333	348	52.94	MT939488	LT960552
294199	294672	296102	296590	474	489	82.82	MT939488	LT960552
62596	61745	62201	61353	852	849	63.64	MT939488	LT960552
294982	295791	296713	297516	810	804	64.21	MT939488	LT960552
60999	57394	60629	57000	3606	3630	75.45	MT939488	LT960552
296541	296960	298284	298703	420	420	72.14	MT939488	LT960552
296911	297228	298873	299178	318	306	63.64	MT939488	LT960552
297937	298569	302119	302751	633	633	71.5	MT939488	LT960552
298565	299086	302749	303267	522	519	77.59	MT939488	LT960552
300231	300638	303392	303799	408	408	71.32	MT939488	LT960552
301894	302463	304801	305361	570	561	70.53	MT939488	LT960552
303433	303822	305640	306029	390	390	78.46	MT939488	LT960552
53044	52001	50559	49528	1044	1032	58.06	MT939488	LT960552
304217	304834	306426	307043	618	618	91.26	MT939488	LT960552
305443	305910	307318	307761	468	444	61.15	MT939488	LT960552
306508	306975	308731	309204	468	474	67.72	MT939488	LT960552
307646	308122	309290	309751	477	462	77.5	MT939488	LT960552
308994	309893	310586	311482	900	897	78.33	MT939488	LT960552
310213	310524	312409	312720	312	312	89.42	MT939488	LT960552
310976	311845	313346	314212	870	867	58.36	MT939488	LT960552
312140	312958	314796	315632	819	837	71.33	MT939488	LT960552
312142	313002	314798	315646	861	849	58.54	MT939488	LT960552
313124	313942	315779	316777	819	999	44.51	MT939488	LT960552
42044	40821	40130	38943	1224	1188	57.56	MT939488	LT960552
315798	316724	318417	319355	927	939	62.42	MT939488	LT960552
39221	37236	37388	35418	1986	1971	60.72	MT939488	LT960552
318313	319038	320199	320906	726	708	57.49	MT939488	LT960552
319037	319681	320903	321547	645	645	77.67	MT939488	LT960552
36013	35702	33933	33622	312	312	83.65	MT939488	LT960552
320775	321719	322641	323585	945	945	76.27	MT939488	LT960552
322432	323640	324283	325464	1209	1182	52.09	MT939488	LT960552
34876	33113	32799	31018	1764	1782	60.3	MT939488	LT960552
324149	325057	325978	326886	909	909	69.97	MT939488	LT960552
325064	325543	326894	327373	480	480	85.0	MT939488	LT960552
329483	330547	329737	330801	1065	1065	86.2	MT939488	LT960552
27063	25819	24906	23647	1245	1260	55.21	MT939488	LT960552
332730	333278	331795	332337	549	543	70.49	MT939488	LT960552
24261	23476	22099	21302	786	798	54.28	MT939488	LT960552
333549	333875	332617	332955	327	339	71.68	MT939488	LT960552
333562	333942	332630	333010	381	381	64.89	MT939488	LT960552
335878	336810	334490	335446	933	957	49.4	MT939488	LT960552
338389	338901	336927	337427	513	501	73.68	MT939488	LT960552
338902	339387	337427	337906	486	480	58.02	MT939488	LT960552
339513	340130	339504	340121	618	618	55.02	MT939488	LT960552
340119	342341	340108	342324	2223	2217	60.35	MT939488	LT960552
342595	343380	342577	343350	786	774	54.92	MT939488	LT960552
13327	12692	10711	10091	636	621	55.4	MT939488	LT960552
11805	11440	8737	8375	366	363	56.56	MT939488	LT960552
345179	345898	345123	345833	720	711	73.55	MT939488	LT960552
1584	1201	894	511	384	384	66.15	MT939488	LT960552
