REF_START	REF_END	QUERY_START	QUERY_END	REF_LENGTH	QUERY_LENGTH	IDENTITY	REF_NAME	QUERY_NAME
845741	864351	970048	988582	18611	18535	98.09	NC_000913	NC_002695
864352	876662	988686	1000996	12311	12311	98.54	NC_000913	NC_002695
876705	899635	1001993	1024922	22931	22930	98.65	NC_000913	NC_002695
904538	914958	1035650	1046071	10421	10422	97.27	NC_000913	NC_002695
915349	948772	1046424	1079886	33424	33463	98.77	NC_000913	NC_002695
950284	984320	1079927	1113964	34037	34038	98.73	NC_000913	NC_002695
984483	1031684	1113954	1161155	47202	47202	98.7	NC_000913	NC_002695
1031589	1049777	1210712	1228908	18189	18197	98.45	NC_000913	NC_002695
1050546	1067671	1228900	1246024	17126	17125	97.33	NC_000913	NC_002695
1068482	1080814	1309302	1321634	12333	12333	97.78	NC_000913	NC_002695
1081228	1094245	1324179	1337196	13018	13018	99.34	NC_000913	NC_002695
1097561	1134562	1456701	1493703	37002	37003	98.53	NC_000913	NC_002695
1134701	1180390	1493808	1539516	45690	45709	98.57	NC_000913	NC_002695
1188311	1196374	1610036	1618099	8064	8064	98.38	NC_000913	NC_002695
1223564	1243936	1665050	1685464	20373	20415	98.27	NC_000913	NC_002695
1245737	1251185	1694693	1700128	5449	5436	98.55	NC_000913	NC_002695
1254322	1270091	1700129	1715967	15770	15839	98.49	NC_000913	NC_002695
1269620	1279349	1714967	1724695	9730	9729	98.61	NC_000913	NC_002695
1279477	1287084	1724700	1732307	7608	7608	98.75	NC_000913	NC_002695
1286882	1294416	1731927	1739458	7535	7532	98.77	NC_000913	NC_002695
1300694	1314660	1743538	1757505	13967	13968	98.7	NC_000913	NC_002695
1314540	1325575	1815560	1826595	11036	11036	97.28	NC_000913	NC_002695
1325875	1351162	1826595	1851867	25288	25273	98.43	NC_000913	NC_002695
1351821	1362513	1859754	1870446	10693	10693	98.43	NC_000913	NC_002695
1362640	1390724	1870448	1898538	28085	28091	97.13	NC_000913	NC_002695
1390879	1396043	1900238	1905401	5165	5164	98.55	NC_000913	NC_002695
1401005	1419618	1910477	1929090	18614	18614	98.99	NC_000913	NC_002695
1434797	1446201	1972322	1983703	11405	11382	97.13	NC_000913	NC_002695
1472693	1487020	1988513	2002850	14328	14338	96.27	NC_000913	NC_002695
1487165	1503160	2004673	2020671	15996	15999	98.61	NC_000913	NC_002695
1504909	1527904	2020672	2043670	22996	22999	98.59	NC_000913	NC_002695
1531673	1545439	2050886	2064664	13767	13779	97.27	NC_000913	NC_002695
1545748	1552218	2067171	2073640	6471	6470	98.66	NC_000913	NC_002695
1552397	1590079	2073640	2111325	37683	37686	98.43	NC_000913	NC_002695
1592540	1611892	2116468	2135805	19353	19338	98.0	NC_000913	NC_002695
1611893	1622483	2136304	2146895	10591	10592	96.77	NC_000913	NC_002695
1622546	1632425	2148441	2158321	9880	9881	98.39	NC_000913	NC_002695
1655056	1691371	2254859	2291172	36316	36314	98.77	NC_000913	NC_002695
1691552	1708710	2291172	2308341	17159	17170	98.51	NC_000913	NC_002695
1708575	1816121	2308302	2415834	107547	107533	98.68	NC_000913	NC_002695
1816687	1850693	2416198	2450205	34007	34008	98.17	NC_000913	NC_002695
1853877	1883151	2455493	2484755	29275	29263	98.8	NC_000913	NC_002695
1883151	1944328	2484980	2546159	61178	61180	98.72	NC_000913	NC_002695
1944218	1978502	2546146	2580430	34285	34285	98.62	NC_000913	NC_002695
1979271	1991869	2580423	2593021	12599	12599	98.39	NC_000913	NC_002695
1991749	2002343	2614021	2624612	10595	10592	98.74	NC_000913	NC_002695
2003125	2012683	2625655	2635210	9559	9556	95.68	NC_000913	NC_002695
2010748	2016578	2635227	2641062	5831	5836	95.55	NC_000913	NC_002695
2016507	2034574	2641053	2659119	18068	18067	98.77	NC_000913	NC_002695
2034923	2043528	2659453	2668067	8606	8615	98.04	NC_000913	NC_002695
2048124	2066033	2717599	2735503	17910	17905	97.33	NC_000913	NC_002695
2076302	2089205	2748809	2761712	12904	12904	98.61	NC_000913	NC_002695
2089854	2101285	2761918	2773348	11432	11431	96.78	NC_000913	NC_002695
2118635	2139486	2793919	2814861	20852	20943	97.27	NC_000913	NC_002695
2139760	2150934	2815607	2826775	11175	11169	97.82	NC_000913	NC_002695
2153296	2167208	2828736	2842643	13913	13908	97.51	NC_000913	NC_002695
2171429	2185435	2844973	2858968	14007	13996	98.1	NC_000913	NC_002695
2198876	2204305	2877619	2883045	5430	5427	94.92	NC_000913	NC_002695
2204307	2211098	2883981	2890775	6792	6795	96.47	NC_000913	NC_002695
2214909	2229067	2943780	2957981	14159	14202	97.43	NC_000913	NC_002695
2230552	2288918	2965546	3023846	58367	58301	98.3	NC_000913	NC_002695
2291327	2304500	3024880	3038052	13174	13173	98.65	NC_000913	NC_002695
2304955	2319952	3037942	3052939	14998	14998	98.47	NC_000913	NC_002695
2327366	2349658	3053137	3075435	22293	22299	97.59	NC_000913	NC_002695
2349902	2357690	3079271	3087062	7789	7792	98.52	NC_000913	NC_002695
2359635	2384034	3090148	3114559	24400	24412	98.11	NC_000913	NC_002695
2393202	2431014	3119372	3157185	37813	37814	98.7	NC_000913	NC_002695
2430913	2449157	3157266	3175520	18245	18255	97.63	NC_000913	NC_002695
2456326	2463380	3182741	3189793	7055	7053	97.49	NC_000913	NC_002695
2478967	2514276	3207104	3242409	35310	35306	98.11	NC_000913	NC_002695
2525929	2537704	3250308	3262094	11776	11787	99.0	NC_000913	NC_002695
2543787	2549438	3267072	3272723	5652	5652	96.94	NC_000913	NC_002695
2549594	2558698	3272697	3281801	9105	9105	97.99	NC_000913	NC_002695
2568318	2644996	3284514	3361137	76679	76624	98.46	NC_000913	NC_002695
2645020	2653444	3365993	3374416	8425	8424	98.49	NC_000913	NC_002695
2653857	2662308	3374510	3382963	8452	8454	98.75	NC_000913	NC_002695
2662589	2684095	3383090	3404596	21507	21507	97.99	NC_000913	NC_002695
2684244	2714259	3404610	3434632	30016	30023	98.3	NC_000913	NC_002695
2714435	2746307	3434632	3466427	31873	31796	98.22	NC_000913	NC_002695
2746434	2755955	3466442	3475964	9522	9523	98.73	NC_000913	NC_002695
2777983	2800477	3500161	3522663	22495	22503	97.13	NC_000913	NC_002695
2800608	2817921	3524758	3542079	17314	17322	98.67	NC_000913	NC_002695
2818472	2833330	3542400	3557253	14859	14854	98.51	NC_000913	NC_002695
2833529	2860415	3557248	3584099	26887	26852	97.76	NC_000913	NC_002695
2866513	2877788	3587036	3598310	11276	11275	98.37	NC_000913	NC_002695
2887311	2904041	3607431	3624154	16731	16724	97.47	NC_000913	NC_002695
2906509	2990492	3628911	3712894	83984	83984	98.69	NC_000913	NC_002695
2990484	2996360	3713122	3719005	5877	5884	96.79	NC_000913	NC_002695
2997692	3012426	3735949	3750757	14735	14809	98.33	NC_000913	NC_002695
3012579	3042349	3750730	3780498	29771	29769	98.63	NC_000913	NC_002695
3046122	3057054	3783251	3794183	10933	10933	98.02	NC_000913	NC_002695
3056789	3073900	3794310	3811376	17112	17067	98.69	NC_000913	NC_002695
3074206	3083874	3814817	3824485	9669	9669	97.84	NC_000913	NC_002695
3083935	3110441	3825421	3852035	26507	26615	97.84	NC_000913	NC_002695
3135136	3167819	3875490	3908170	32684	32681	98.64	NC_000913	NC_002695
3173508	3185070	3919602	3931164	11563	11563	98.3	NC_000913	NC_002695
3191708	3231536	3931237	3971067	39829	39831	98.06	NC_000913	NC_002695
3231252	3269697	3970883	4009326	38446	38444	98.24	NC_000913	NC_002695
3270062	3281076	4009297	4020311	11015	11015	99.01	NC_000913	NC_002695
3281067	3291665	4022607	4033205	10599	10599	98.41	NC_000913	NC_002695
3292015	3330426	4034513	4072924	38412	38412	98.77	NC_000913	NC_002695
3330579	3360618	4072931	4102970	30040	30040	98.74	NC_000913	NC_002695
3367778	3392133	4103103	4127367	24356	24265	98.27	NC_000913	NC_002695
3392344	3453454	4127304	4188466	61111	61163	99.01	NC_000913	NC_002695
3470093	3504898	4189999	4224814	34806	34816	98.52	NC_000913	NC_002695
3512633	3547895	4224829	4260069	35263	35241	98.36	NC_000913	NC_002695
3547960	3555794	4260068	4267902	7835	7835	98.34	NC_000913	NC_002695
3555844	3563791	4268792	4276740	7948	7949	97.17	NC_000913	NC_002695
3563787	3575664	4279588	4291463	11878	11876	98.97	NC_000913	NC_002695
3575721	3581626	4294975	4300881	5906	5907	97.87	NC_000913	NC_002695
3585045	3592508	4302701	4310167	7464	7467	96.57	NC_000913	NC_002695
3592724	3598370	4311209	4316855	5647	5647	97.24	NC_000913	NC_002695
3598555	3612910	4317799	4332157	14356	14359	98.24	NC_000913	NC_002695
3612949	3618987	4347554	4353592	6039	6039	97.02	NC_000913	NC_002695
3625679	3639179	4360156	4373668	13501	13513	96.78	NC_000913	NC_002695
3639330	3652036	4373642	4386350	12707	12709	96.68	NC_000913	NC_002695
3655250	3705928	4397385	4448074	50679	50690	98.68	NC_000913	NC_002695
3710811	3720632	4458385	4468207	9822	9823	98.57	NC_000913	NC_002695
3722077	3741824	4468247	4487907	19748	19661	98.12	NC_000913	NC_002695
3751101	3756624	4492434	4497957	5524	5524	97.97	NC_000913	NC_002695
3756624	3765895	4499325	4508596	9272	9272	98.48	NC_000913	NC_002695
3767197	3774202	4508144	4515149	7006	7006	99.04	NC_000913	NC_002695
3777088	3796859	4523932	4543692	19772	19761	98.36	NC_000913	NC_002695
3808388	3817792	4552247	4561652	9405	9406	99.02	NC_000913	NC_002695
3818006	3827281	4561866	4571143	9276	9278	98.29	NC_000913	NC_002695
3827460	3836331	4572007	4580878	8872	8872	98.56	NC_000913	NC_002695
3841875	3850791	4629008	4637919	8917	8912	97.4	NC_000913	NC_002695
3850802	3861401	4641277	4651878	10600	10602	97.94	NC_000913	NC_002695
3861387	3870530	4652371	4661514	9144	9144	98.18	NC_000913	NC_002695
3875343	3888192	4661576	4674425	12850	12850	98.39	NC_000913	NC_002695
3888344	3896943	4677053	4685653	8600	8601	96.98	NC_000913	NC_002695
3911837	3982797	4705282	4776203	70961	70922	98.68	NC_000913	NC_002695
3982561	4000163	4776193	4793821	17603	17629	97.87	NC_000913	NC_002695
4003299	4027412	4799609	4823729	24114	24121	98.57	NC_000913	NC_002695
4027494	4040653	4823614	4836775	13160	13162	98.23	NC_000913	NC_002695
4040792	4056452	4836746	4852363	15661	15618	98.3	NC_000913	NC_002695
4056625	4069294	4852424	4865092	12670	12669	97.31	NC_000913	NC_002695
4069488	4078913	4866131	4875484	9426	9354	96.91	NC_000913	NC_002695
4078913	4092955	4877531	4891580	14043	14050	97.55	NC_000913	NC_002695
4094706	4118756	4894666	4918811	24051	24146	98.5	NC_000913	NC_002695
4118847	4127277	4920339	4928770	8431	8432	98.22	NC_000913	NC_002695
4128055	4153446	4934937	4960329	25392	25393	97.78	NC_000913	NC_002695
4153592	4160909	4960229	4967546	7318	7318	98.4	NC_000913	NC_002695
4160983	4171795	4970248	4980978	10813	10731	97.96	NC_000913	NC_002695
4171912	4179631	4980927	4988648	7720	7722	98.95	NC_000913	NC_002695
4179774	4202041	4988670	5010866	22268	22197	98.67	NC_000913	NC_002695
4202526	4213164	5011330	5021970	10639	10641	98.09	NC_000913	NC_002695
4213685	4230223	5022085	5038624	16539	16540	97.78	NC_000913	NC_002695
4231361	4249355	5084621	5102629	17995	18009	98.62	NC_000913	NC_002695
4249415	4295984	5102598	5149119	46570	46522	97.75	NC_000913	NC_002695
4296287	4306759	5148983	5159444	10473	10462	98.28	NC_000913	NC_002695
4313895	4325984	5168819	5180832	12090	12014	95.85	NC_000913	NC_002695
4326206	4374465	5180654	5228906	48260	48253	98.96	NC_000913	NC_002695
4374610	4385304	5228891	5239584	10695	10694	98.75	NC_000913	NC_002695
4386047	4427988	5239772	5281714	41942	41943	98.58	NC_000913	NC_002695
4427988	4478893	5283462	5334390	50906	50929	98.09	NC_000913	NC_002695
4479022	4484434	5334420	5339833	5413	5414	97.62	NC_000913	NC_002695
4484333	4490102	5339924	5345693	5770	5770	98.94	NC_000913	NC_002695
4536611	4561479	5391519	5416300	24869	24782	98.07	NC_000913	NC_002695
4563715	4571919	5426840	5435059	8205	8220	96.07	NC_000913	NC_002695
4591599	4606166	5449949	5464526	14568	14578	98.68	NC_000913	NC_002695
4606314	4614463	5464438	5472508	8150	8071	97.72	NC_000913	NC_002695
4614484	4621771	5472327	5479612	7288	7286	98.42	NC_000913	NC_002695
4623102	4641652	5479900	5498450	18551	18551	98.63	NC_000913	NC_002695
42	54725	1	54750	54684	54750	97.57	NC_002695	NC_011751
55374	81221	54838	80765	25848	25928	96.85	NC_002695	NC_011751
81351	138584	81429	138661	57234	57233	97.69	NC_002695	NC_011751
143207	152090	143150	152033	8884	8884	97.28	NC_002695	NC_011751
161633	168854	161296	168517	7222	7222	96.88	NC_002695	NC_011751
173165	196116	172741	195655	22952	22915	97.11	NC_002695	NC_011751
196120	219311	195801	219001	23192	23201	98.32	NC_002695	NC_011751
219506	241558	219025	241077	22053	22053	98.0	NC_002695	NC_011751
292143	300075	327693	335625	7933	7933	97.72	NC_002695	NC_011751
325941	334783	335964	344788	8843	8825	97.47	NC_002695	NC_011751
334781	345356	346047	356613	10576	10567	97.7	NC_002695	NC_011751
352806	368186	363228	378609	15381	15382	97.35	NC_002695	NC_011751
373134	379202	378607	384673	6069	6067	96.24	NC_002695	NC_011751
383847	391241	385497	392881	7395	7385	95.67	NC_002695	NC_011751
391718	406387	392939	407609	14670	14671	97.45	NC_002695	NC_011751
406293	411447	407882	413040	5155	5159	97.83	NC_002695	NC_011751
411745	424356	413346	425942	12612	12597	97.04	NC_002695	NC_011751
426191	438071	425953	437831	11881	11879	98.01	NC_002695	NC_011751
446196	451335	441709	446781	5140	5073	93.57	NC_002695	NC_011751
453097	459584	448507	454991	6488	6485	97.49	NC_002695	NC_011751
459572	468382	455160	463966	8811	8807	97.91	NC_002695	NC_011751
471054	488548	464332	481850	17495	17519	97.73	NC_002695	NC_011751
488566	494106	481994	487535	5541	5542	98.39	NC_002695	NC_011751
495369	573956	488033	566612	78588	78580	98.1	NC_002695	NC_011751
574526	589400	566653	581534	14875	14882	95.5	NC_002695	NC_011751
589364	596502	581798	588936	7139	7139	93.5	NC_002695	NC_011751
598125	606692	590568	599104	8568	8537	94.82	NC_002695	NC_011751
607262	616630	600442	609816	9369	9375	97.45	NC_002695	NC_011751
622723	635573	610416	623350	12851	12935	96.79	NC_002695	NC_011751
635698	657260	623379	644929	21563	21551	97.59	NC_002695	NC_011751
657214	664590	691423	698802	7377	7380	98.18	NC_002695	NC_011751
675981	723238	709431	756720	47258	47290	96.21	NC_002695	NC_011751
724854	777550	757001	809696	52697	52696	97.72	NC_002695	NC_011751
779570	787850	812286	820565	8281	8280	97.25	NC_002695	NC_011751
787983	795271	820568	827858	7289	7291	98.24	NC_002695	NC_011751
799485	807821	828622	836958	8337	8337	97.35	NC_002695	NC_011751
817673	825614	840573	848516	7942	7944	94.0	NC_002695	NC_011751
829848	839414	852755	862370	9567	9616	97.88	NC_002695	NC_011751
839429	865054	862566	888270	25626	25705	98.12	NC_002695	NC_011751
865654	892495	889391	916238	26842	26848	98.02	NC_002695	NC_011751
903435	921670	1866259	1848015	18236	18245	97.19	NC_002695	NC_011751
929504	937919	953513	961929	8416	8417	96.91	NC_002695	NC_011751
938117	943273	962083	967237	5157	5155	97.46	NC_002695	NC_011751
943587	954607	967227	978244	11021	11018	97.49	NC_002695	NC_011751
957415	970039	978986	991599	12625	12614	97.33	NC_002695	NC_011751
970048	977387	991752	999092	7340	7341	98.76	NC_002695	NC_011751
982041	988582	1039775	1046317	6542	6543	97.72	NC_002695	NC_011751
988686	1046071	1046318	1103617	57386	57300	97.08	NC_002695	NC_011751
1046424	1056858	1103997	1114428	10435	10432	98.1	NC_002695	NC_011751
1056915	1122707	1114961	1180837	65793	65877	98.01	NC_002695	NC_011751
1134139	1161155	1186851	1213865	27017	27015	98.41	NC_002695	NC_011751
1189826	1195946	1373534	1379597	6121	6064	95.62	NC_002695	NC_011751
1210712	1221032	1213770	1224087	10321	10318	97.62	NC_002695	NC_011751
1229319	1246024	1224098	1240743	16706	16646	96.8	NC_002695	NC_011751
1309192	1329050	1241270	1261141	19859	19872	96.69	NC_002695	NC_011751
1456705	1500172	1262465	1305930	43468	43466	98.15	NC_002695	NC_011751
1500236	1512325	1306811	1318911	12090	12101	98.69	NC_002695	NC_011751
1512324	1539516	1319622	1346802	27193	27181	97.96	NC_002695	NC_011751
1610033	1619720	1403073	1412760	9688	9688	98.47	NC_002695	NC_011751
1629483	1641383	1430143	1442040	11901	11898	96.99	NC_002695	NC_011751
1629558	1647844	665306	683606	18287	18301	96.56	NC_002695	NC_011751
1645083	1652992	1851274	1843365	7910	7910	96.7	NC_002695	NC_011751
1665050	1681750	1469847	1486503	16701	16657	98.19	NC_002695	NC_011751
1686775	1700128	1492076	1505434	13354	13359	97.72	NC_002695	NC_011751
1700129	1732426	1508571	1540874	32298	32304	97.9	NC_002695	NC_011751
1737459	1757505	1546444	1566493	20047	20050	98.5	NC_002695	NC_011751
1815560	1826595	1566373	1577408	11036	11036	97.09	NC_002695	NC_011751
1826595	1851867	1577708	1602991	25273	25284	97.71	NC_002695	NC_011751
1859754	1877841	1603678	1621754	18088	18077	97.21	NC_002695	NC_011751
1891918	1899341	1621841	1629264	7424	7424	97.14	NC_002695	NC_011751
1900238	1909166	1629281	1638210	8929	8930	98.21	NC_002695	NC_011751
1910477	1921413	1638208	1649145	10937	10938	97.92	NC_002695	NC_011751
1972483	1983705	1649103	1660341	11223	11239	96.55	NC_002695	NC_011751
1988724	2002885	1665477	1679627	14162	14151	95.82	NC_002695	NC_011751
2004578	2032766	1680656	1708834	28189	28179	97.51	NC_002695	NC_011751
2032756	2042627	1710161	1720030	9872	9870	97.12	NC_002695	NC_011751
2054166	2073930	1730544	1750325	19765	19782	96.83	NC_002695	NC_011751
2074034	2115296	1750747	1792022	41263	41276	97.63	NC_002695	NC_011751
2116468	2146895	1801589	1831997	30428	30409	96.9	NC_002695	NC_011751
2151107	2158321	1834252	1841467	7215	7216	97.53	NC_002695	NC_011751
2254859	2273136	1888816	1907094	18278	18279	98.17	NC_002695	NC_011751
2273130	2308292	1908287	1943440	35163	35154	98.18	NC_002695	NC_011751
2308390	2398701	1943442	2033768	90312	90327	98.15	NC_002695	NC_011751
2398848	2443227	2033771	2078133	44380	44363	97.73	NC_002695	NC_011751
2444605	2450242	2078297	2083933	5638	5637	97.48	NC_002695	NC_011751
2455495	2530755	2087082	2162354	75261	75273	98.05	NC_002695	NC_011751
2530756	2546165	2164118	2179532	15410	15415	98.29	NC_002695	NC_011751
2550673	2556345	2183816	2189488	5673	5673	97.55	NC_002695	NC_011751
2556479	2563728	2189492	2196739	7250	7248	97.61	NC_002695	NC_011751
2564499	2593021	2196779	2225304	28523	28526	98.11	NC_002695	NC_011751
2614021	2624654	2225184	2235819	10634	10636	97.88	NC_002695	NC_011751
2625600	2633967	2236672	2245026	8368	8355	96.81	NC_002695	NC_011751
2635227	2641062	2244348	2250170	5836	5823	94.57	NC_002695	NC_011751
2641053	2666563	2250099	2275603	25511	25505	97.85	NC_002695	NC_011751
2713177	2735494	2343147	2365466	22318	22320	96.9	NC_002695	NC_011751
2751255	2756688	2383049	2388482	5434	5434	98.34	NC_002695	NC_011751
2758209	2773348	2388557	2403784	15140	15228	96.02	NC_002695	NC_011751
2793845	2826772	2417281	2450150	32928	32870	97.15	NC_002695	NC_011751
2828402	2858968	2452851	2483336	30567	30486	96.91	NC_002695	NC_011751
2868364	2873684	2490537	2495849	5321	5313	94.93	NC_002695	NC_011751
2877619	2890775	2500557	2513643	13157	13087	93.44	NC_002695	NC_011751
2948572	2957981	2522144	2531542	9410	9399	97.17	NC_002695	NC_011751
2971726	3052939	2539160	2620424	81214	81265	97.95	NC_002695	NC_011751
3053137	3066055	2627838	2640757	12919	12920	97.33	NC_002695	NC_011751
3066201	3087081	2640823	2661670	20881	20848	96.39	NC_002695	NC_011751
3092950	3115096	2665869	2688007	22147	22139	97.07	NC_002695	NC_011751
3119372	3157185	2692545	2730355	37814	37811	98.19	NC_002695	NC_011751
3157281	3175522	2730269	2748520	18242	18252	96.58	NC_002695	NC_011751
3182749	3192982	2755747	2765983	10234	10237	96.18	NC_002695	NC_011751
3201512	3245983	2765961	2810434	44472	44474	97.77	NC_002695	NC_011751
3247733	3284518	2810436	2847233	36786	36798	97.45	NC_002695	NC_011751
3284514	3347051	2847644	2910229	62538	62586	97.75	NC_002695	NC_011751
3352024	3361137	2927558	2936671	9114	9114	98.44	NC_002695	NC_011751
3365993	3374391	2936695	2945094	8399	8400	97.58	NC_002695	NC_011751
3374510	3382963	2945473	2953992	8454	8520	97.04	NC_002695	NC_011751
3383090	3404596	2954091	2975596	21507	21506	96.99	NC_002695	NC_011751
3404610	3434632	2975745	3005781	30023	30037	97.3	NC_002695	NC_011751
3434610	3466427	3007371	3039211	31818	31841	97.74	NC_002695	NC_011751
3466442	3475964	3039338	3048859	9523	9522	98.36	NC_002695	NC_011751
3500146	3506576	3080020	3086436	6431	6417	93.74	NC_002695	NC_011751
3507516	3516202	3088680	3097369	8687	8690	95.64	NC_002695	NC_011751
3516366	3522663	3097606	3103903	6298	6298	97.48	NC_002695	NC_011751
3522785	3532275	3103931	3113423	9491	9493	96.2	NC_002695	NC_011751
3532374	3542079	3113783	3123487	9706	9705	97.9	NC_002695	NC_011751
3542400	3557253	3124173	3139032	14854	14860	98.07	NC_002695	NC_011751
3558923	3580101	3140844	3162056	21179	21213	97.33	NC_002695	NC_011751
3583444	3598312	3166752	3181622	14869	14871	96.71	NC_002695	NC_011751
3598406	3624216	3182570	3208391	25811	25822	96.25	NC_002695	NC_011751
3624187	3633125	3208850	3217788	8939	8939	98.33	NC_002695	NC_011751
3633816	3669992	3217842	3254106	36177	36265	98.1	NC_002695	NC_011751
3669785	3750757	3254009	3334986	80973	80978	97.33	NC_002695	NC_011751
3750730	3794183	3335139	3378592	43454	43454	97.74	NC_002695	NC_011751
3797176	3806362	3384227	3393414	9187	9188	98.06	NC_002695	NC_011751
3806431	3820023	3394560	3408151	13593	13592	97.18	NC_002695	NC_011751
3823487	3835424	3414572	3426509	11938	11938	97.98	NC_002695	NC_011751
3840152	3853486	3434122	3447450	13335	13329	97.44	NC_002695	NC_011751
3879977	3890909	3596667	3607600	10933	10934	98.19	NC_002695	NC_011751
3890904	3908170	3608305	3625577	17267	17273	98.83	NC_002695	NC_011751
3919602	3927676	3631275	3639349	8075	8075	98.04	NC_002695	NC_011751
3927713	3942701	3643047	3658037	14989	14991	96.57	NC_002695	NC_011751
3942792	3970773	3658037	3685958	27982	27922	97.27	NC_002695	NC_011751
3971176	3979179	3686006	3694000	8004	7995	95.57	NC_002695	NC_011751
3979391	3992930	3694429	3707970	13540	13542	97.61	NC_002695	NC_011751
3992921	4009300	3708738	3725117	16380	16380	97.64	NC_002695	NC_011751
4009412	4028534	3725117	3744238	19123	19122	97.88	NC_002695	NC_011751
4039603	4046949	3748972	3756318	7347	7347	97.39	NC_002695	NC_011751
4047069	4133885	3757767	3844674	86817	86908	98.18	NC_002695	NC_011751
4133964	4139597	3844666	3850299	5634	5634	98.76	NC_002695	NC_011751
4139699	4158272	3851156	3869685	18574	18530	97.45	NC_002695	NC_011751
4158411	4219605	3869656	3930849	61195	61194	98.61	NC_002695	NC_011751
4224829	4256103	3938448	3969744	31275	31297	97.94	NC_002695	NC_011751
4256114	4267902	3969961	3981762	11789	11802	97.31	NC_002695	NC_011751
4268792	4276640	3981812	3989661	7849	7850	96.17	NC_002695	NC_011751
4279931	4291463	3997669	4009201	11533	11533	98.48	NC_002695	NC_011751
4294975	4300881	4009258	4015165	5907	5908	97.48	NC_002695	NC_011751
4302707	4310167	4017812	4025269	7461	7458	96.31	NC_002695	NC_011751
4311209	4316855	4025484	4031130	5647	5647	95.94	NC_002695	NC_011751
4317799	4327891	4031327	4041420	10093	10094	97.61	NC_002695	NC_011751
4328007	4359388	4041990	4073366	31382	31377	96.72	NC_002695	NC_011751
4360156	4367357	4073462	4080663	7202	7202	96.9	NC_002695	NC_011751
4367509	4383103	4080794	4096379	15595	15586	96.74	NC_002695	NC_011751
4385312	4416507	4102248	4133429	31196	31182	97.82	NC_002695	NC_011751
4416667	4422479	4133569	4139381	5813	5813	97.59	NC_002695	NC_011751
4422581	4442433	4141791	4161632	19853	19842	98.0	NC_002695	NC_011751
4442042	4450328	4161724	4170010	8287	8287	97.37	NC_002695	NC_011751
4458385	4487040	4173752	4202414	28656	28663	97.77	NC_002695	NC_011751
