REF_START	REF_END	QUERY_START	QUERY_END	REF_LENGTH	QUERY_LENGTH	IDENTITY	REF_NAME	QUERY_NAME
130820	131834	128913	129927	1015	1015	98.2	NC_004829	NC_018407
131817	132816	129910	130924	1000	1015	98.4	NC_004829	NC_018407
132821	133703	130913	131795	883	883	99.3	NC_004829	NC_018407
133703	134630	131795	132722	928	928	99.0	NC_004829	NC_018407
135494	135134	133586	133211	361	376	94.9	NC_004829	NC_018407
137137	139078	137676	139653	1942	1978	59.0	NC_004829	NC_018407
139093	140572	135547	137026	1480	1480	94.3	NC_004829	NC_018407
364331	369059	349771	354499	4729	4729	99.4	NC_004829	NC_018407
470658	471447	438454	439243	790	790	97.3	NC_004829	NC_018407
471527	475001	439323	442812	3475	3490	98.4	NC_004829	NC_018407
475017	476079	442828	443890	1063	1063	100.0	NC_004829	NC_018407
476288	476927	444097	444589	640	493	97.5	NC_004829	NC_018407
581581	580486	524009	522914	1096	1096	99.4	NC_004829	NC_018407
354484	355183	339946	340645	700	700	98.7	NC_004829	NC_018407
356346	357474	341808	342936	1129	1129	100.0	NC_004829	NC_018407
359246	361070	344684	346508	1825	1825	100.0	NC_004829	NC_018407
363185	364025	348623	349463	841	841	98.5	NC_004829	NC_018407
511190	509444	450820	449074	1747	1747	99.1	NC_004829	NC_018407
514371	514005	454001	453635	367	367	98.3	NC_004829	NC_018407
515900	516431	455531	456056	532	526	100.0	NC_004829	NC_018407
619702	620068	567478	567820	367	343	95.5	NC_004829	NC_018407
626342	625280	574122	573060	1063	1063	99.7	NC_004829	NC_018407
626503	626341	574283	574121	163	163	100.0	NC_004829	NC_018407
30264	30948	30411	30927	685	517	98.2	NC_004829	NC_018407
67479	68109	67463	68093	631	631	99.5	NC_004829	NC_018407
107487	108606	107467	108586	1120	1120	100.0	NC_004829	NC_018407
180523	180973	179319	179769	451	451	100.0	NC_004829	NC_018407
185707	187840	184494	186627	2134	2134	99.8	NC_004829	NC_018407
246606	247134	254693	255221	529	529	97.7	NC_004829	NC_018407
247152	247632	255240	255720	481	481	100.0	NC_004829	NC_018407
250844	252776	258932	260906	1933	1975	93.6	NC_004829	NC_018407
539141	538286	480175	479320	856	856	99.2	NC_004829	NC_018407
69630	70065	69614	70049	436	436	99.3	NC_004829	NC_018407
180384	180027	179180	178808	358	373	98.3	NC_004829	NC_018407
184367	185573	183154	184360	1207	1207	100.0	NC_004829	NC_018407
409123	408685	375543	375105	439	439	100.0	NC_004829	NC_018407
541949	539693	482983	480727	2257	2257	99.7	NC_004829	NC_018407
645360	644586	593135	592361	775	775	99.6	NC_004829	NC_018407
650293	648853	598068	596628	1441	1441	100.0	NC_004829	NC_018407
890264	889877	842796	842409	388	388	100.0	NC_004829	NC_018407
223217	226586	231314	234695	3370	3382	95.0	NC_004829	NC_018407
429328	429721	395753	396146	394	394	100.0	NC_004829	NC_018407
341669	344741	327132	330204	3073	3073	99.8	NC_004829	NC_018407
552100	550168	493134	491202	1933	1933	99.6	NC_004829	NC_018407
699295	693466	644178	638445	5830	5734	96.3	NC_004829	NC_018407
585069	582678	527497	525106	2392	2392	98.6	NC_004829	NC_018407
597117	595068	786024	783930	2050	2095	92.6	NC_004829	NC_018407
718450	717082	663386	661946	1369	1441	99.7	NC_004829	NC_018407
730548	724956	675412	669820	5593	5593	99.4	NC_004829	NC_018407
733608	734487	678473	679352	880	880	92.8	NC_004829	NC_018407
881945	881150	834477	833682	796	796	98.4	NC_004829	NC_018407
362239	363199	347677	348637	961	961	98.4	NC_004829	NC_018407
508724	508535	448354	448165	190	190	100.0	NC_004829	NC_018407
512261	514040	451891	453670	1780	1780	98.1	NC_004829	NC_018407
620996	620534	568776	568314	463	463	95.4	NC_004829	NC_018407
760757	759932	705531	704706	826	826	98.1	NC_004829	NC_018407
764435	763565	709207	708337	871	871	99.6	NC_004829	NC_018407
910763	912797	863297	865331	2035	2035	100.0	NC_004829	NC_018407
913193	914144	865727	866678	952	952	97.4	NC_004829	NC_018407
417781	416086	384206	382505	1696	1702	99.6	NC_004829	NC_018407
404263	405253	370687	371677	991	991	96.9	NC_004829	NC_018407
632343	631740	580121	579518	604	604	100.0	NC_004829	NC_018407
837918	835839	783635	781574	2080	2062	85.8	NC_004829	NC_018407
73296	73482	73280	73466	187	187	98.3	NC_004829	NC_018407
215393	217115	223510	225232	1723	1723	100.0	NC_004829	NC_018407
465489	464277	433285	432544	1213	742	95.7	NC_004829	NC_018407
662304	661842	607292	606830	463	463	97.3	NC_004829	NC_018407
973886	977213	915080	918407	3328	3328	98.5	NC_004829	NC_018407
175555	175864	174352	174661	310	310	100.0	NC_004829	NC_018407
179516	180041	178312	178837	526	526	97.1	NC_004829	NC_018407
908420	909101	860954	861635	682	682	100.0	NC_004829	NC_018407
329058	329292	314524	314758	235	235	100.0	NC_004829	NC_018407
529211	530543	468839	470171	1333	1333	99.3	NC_004829	NC_018407
23841	22140	23824	22123	1702	1702	99.6	NC_004829	NC_018407
59649	57480	59633	57464	2170	2170	99.8	NC_004829	NC_018407
105302	106190	105282	106170	889	889	100.0	NC_004829	NC_018407
141020	142352	139668	141168	1333	1501	94.1	NC_004829	NC_018407
156644	159353	155443	158152	2710	2710	98.1	NC_004829	NC_018407
197831	198383	207356	207908	553	553	100.0	NC_004829	NC_018407
622456	620965	570236	568745	1492	1492	98.7	NC_004829	NC_018407
624535	624103	572315	571883	433	433	100.0	NC_004829	NC_018407
774679	772879	719298	717498	1801	1801	99.4	NC_004829	NC_018407
924369	925134	876901	877666	766	766	96.4	NC_004829	NC_018407
420644	422399	387069	388824	1756	1756	99.3	NC_004829	NC_018407
566413	565537	508839	507963	877	877	97.9	NC_004829	NC_018407
711464	710132	656346	655014	1333	1333	99.3	NC_004829	NC_018407
870256	869782	822794	822320	475	475	100.0	NC_004829	NC_018407
996873	995376	938060	936563	1498	1498	99.5	NC_004829	NC_018407
24272	28358	24255	28341	4087	4087	99.2	NC_004829	NC_018407
15212	14480	15180	14448	733	733	98.3	NC_004829	NC_018407
62637	63591	62621	63575	955	955	100.0	NC_004829	NC_018407
99452	99782	99432	99762	331	331	98.1	NC_004829	NC_018407
156155	154838	154956	153639	1318	1318	98.4	NC_004829	NC_018407
197097	196422	206622	205947	676	676	98.2	NC_004829	NC_018407
632727	632445	580505	580223	283	283	100.0	NC_004829	NC_018407
956338	952741	897552	893955	3598	3598	97.9	NC_004829	NC_018407
963946	965971	905170	907195	2026	2026	98.3	NC_004829	NC_018407
882605	883196	835137	835728	592	592	98.9	NC_004829	NC_018407
885163	886999	837695	839531	1837	1837	98.8	NC_004829	NC_018407
355189	355666	340651	341128	478	478	99.3	NC_004829	NC_018407
361087	362236	346525	347674	1150	1150	100.0	NC_004829	NC_018407
512239	511189	451869	450819	1051	1051	100.0	NC_004829	NC_018407
514688	515318	454319	454949	631	631	99.0	NC_004829	NC_018407
516473	517490	456104	457121	1018	1018	99.4	NC_004829	NC_018407
620545	620134	568325	567914	412	412	98.5	NC_004829	NC_018407
759850	759472	704624	704246	379	379	100.0	NC_004829	NC_018407
761178	762318	705952	707092	1141	1141	97.6	NC_004829	NC_018407
559962	557964	500996	498998	1999	1999	99.3	NC_004829	NC_018407
563964	562674	506390	505100	1291	1291	97.9	NC_004829	NC_018407
705446	705053	650328	649935	394	394	99.2	NC_004829	NC_018407
712603	711463	657485	656345	1141	1141	99.7	NC_004829	NC_018407
785437	785179	730056	729798	259	259	95.2	NC_004829	NC_018407
872126	872012	824664	824550	115	115	100.0	NC_004829	NC_018407
997755	996903	938942	938090	853	853	97.8	NC_004829	NC_018407
28361	29861	28344	29844	1501	1501	99.7	NC_004829	NC_018407
106213	106924	106193	106904	712	712	99.5	NC_004829	NC_018407
122638	120694	122612	120668	1945	1945	98.1	NC_004829	NC_018407
438280	438463	404697	404880	184	184	100.0	NC_004829	NC_018407
577790	575192	520214	517616	2599	2599	98.7	NC_004829	NC_018407
859976	859367	812514	811896	610	619	98.5	NC_004829	NC_018407
348398	350132	333861	335595	1735	1735	98.6	NC_004829	NC_018407
689567	688727	634546	633706	841	841	98.9	NC_004829	NC_018407
692602	693121	637581	638100	520	520	98.8	NC_004829	NC_018407
868747	868378	821285	820916	370	370	100.0	NC_004829	NC_018407
784178	780725	728797	725344	3454	3454	99.5	NC_004829	NC_018407
876973	874813	829509	827349	2161	2161	99.1	NC_004829	NC_018407
35422	36313	35401	36292	892	892	98.3	NC_004829	NC_018407
637363	635539	585139	583315	1825	1825	98.1	NC_004829	NC_018407
847904	846983	800434	799513	922	922	98.6	NC_004829	NC_018407
963406	963793	904630	905017	388	388	90.6	NC_004829	NC_018407
73505	73907	73489	73891	403	403	99.2	NC_004829	NC_018407
213066	214113	221183	222230	1048	1048	99.4	NC_004829	NC_018407
301205	300290	286659	285744	916	916	97.6	NC_004829	NC_018407
466515	465528	434311	433324	988	988	98.4	NC_004829	NC_018407
805587	804417	750209	749039	1171	1171	99.7	NC_004829	NC_018407
970549	970243	911595	911436	307	160	92.3	NC_004829	NC_018407
433869	435111	400296	401538	1243	1243	99.7	NC_004829	NC_018407
613862	612797	561638	560573	1066	1066	98.8	NC_004829	NC_018407
330790	331714	316256	317180	925	925	98.6	NC_004829	NC_018407
528283	529156	467911	468784	874	874	98.6	NC_004829	NC_018407
670670	669347	615658	614329	1324	1330	95.2	NC_004829	NC_018407
743411	742943	688187	687719	469	469	100.0	NC_004829	NC_018407
10800	11586	10768	11554	787	787	96.9	NC_004829	NC_018407
53788	55747	53765	55724	1960	1960	99.3	NC_004829	NC_018407
92592	94329	92572	94309	1738	1738	99.3	NC_004829	NC_018407
900642	902478	853176	855012	1837	1837	99.3	NC_004829	NC_018407
909125	909677	861659	862211	553	553	99.4	NC_004829	NC_018407
328416	329016	313882	314482	601	601	98.4	NC_004829	NC_018407
665840	664313	610829	609302	1528	1528	99.0	NC_004829	NC_018407
674388	672969	619365	617946	1420	1420	99.3	NC_004829	NC_018407
937377	935088	885955	883666	2290	2290	97.9	NC_004829	NC_018407
20462	18209	20430	18177	2254	2254	98.6	NC_004829	NC_018407
92506	91690	92482	91666	817	817	97.4	NC_004829	NC_018407
152863	154837	151664	153638	1975	1975	97.2	NC_004829	NC_018407
327334	328417	312800	313883	1084	1084	96.6	NC_004829	NC_018407
526285	526600	465913	466228	316	316	99.0	NC_004829	NC_018407
664304	664010	609293	608999	295	295	97.9	NC_004829	NC_018407
738732	738537	683599	683404	196	196	100.0	NC_004829	NC_018407
744489	743865	689265	688641	625	625	100.0	NC_004829	NC_018407
21316	22144	21299	22127	829	829	98.5	NC_004829	NC_018407
64588	64381	64573	64366	208	208	100.0	NC_004829	NC_018407
97493	99449	97473	99429	1957	1957	98.4	NC_004829	NC_018407
144805	146653	143610	145458	1849	1849	99.6	NC_004829	NC_018407
197741	197099	207266	206624	643	643	99.0	NC_004829	NC_018407
66742	67453	66726	67437	712	712	99.1	NC_004829	NC_018407
109719	110535	109699	110515	817	817	99.2	NC_004829	NC_018407
184009	182833	182800	181624	1177	1177	99.7	NC_004829	NC_018407
413064	411834	379484	378254	1231	1231	100.0	NC_004829	NC_018407
530646	533085	470274	472713	2440	2440	99.5	NC_004829	NC_018407
642632	642398	590407	590173	235	235	100.0	NC_004829	NC_018407
797694	797472	742314	742092	223	223	100.0	NC_004829	NC_018407
802603	802042	747223	746662	562	562	100.0	NC_004829	NC_018407
897674	899207	850207	851740	1534	1534	99.8	NC_004829	NC_018407
238400	240569	246487	248656	2170	2170	98.4	NC_004829	NC_018407
178515	178986	177311	177782	472	472	100.0	NC_004829	NC_018407
438836	441503	405250	407917	2668	2668	98.8	NC_004829	NC_018407
573472	571189	515894	513617	2284	2278	97.3	NC_004829	NC_018407
858527	856907	811057	809437	1621	1621	99.8	NC_004829	NC_018407
346438	347041	331901	332504	604	604	99.0	NC_004829	NC_018407
548023	547723	489057	488757	301	301	100.0	NC_004829	NC_018407
554130	552141	495164	493175	1990	1990	99.6	NC_004829	NC_018407
842411	840656	794950	793195	1756	1756	98.9	NC_004829	NC_018407
215096	215381	223213	223498	286	286	100.0	NC_004829	NC_018407
462563	461942	428922	428301	622	622	100.0	NC_004829	NC_018407
813667	812995	758289	757617	673	673	99.5	NC_004829	NC_018407
177032	177887	175829	176684	856	856	97.8	NC_004829	NC_018407
448670	454466	415021	420817	5797	5797	99.8	NC_004829	NC_018407
578173	578023	520597	520447	151	151	100.0	NC_004829	NC_018407
74856	75537	74840	75506	682	667	97.3	NC_004829	NC_018407
300298	299362	285752	284816	937	937	97.7	NC_004829	NC_018407
321701	322802	307173	308268	1102	1096	99.1	NC_004829	NC_018407
468402	470610	436198	438406	2209	2209	98.0	NC_004829	NC_018407
806527	805570	751149	750192	958	958	100.0	NC_004829	NC_018407
973054	970906	914246	912098	2149	2149	98.3	NC_004829	NC_018407
171239	173915	170038	172711	2677	2674	99.2	NC_004829	NC_018407
442146	441504	408560	407918	643	643	94.8	NC_004829	NC_018407
575174	574499	517598	516923	676	676	98.2	NC_004829	NC_018407
196430	195059	205955	204584	1372	1372	100.0	NC_004829	NC_018407
949241	948395	890453	889610	847	844	93.2	NC_004829	NC_018407
72417	72747	72401	72731	331	331	100.0	NC_004829	NC_018407
207990	207174	216101	215285	817	817	99.2	NC_004829	NC_018407
303942	308115	289414	293587	4174	4174	100.0	NC_004829	NC_018407
463984	463219	430343	429578	766	766	99.6	NC_004829	NC_018407
657221	655439	604998	603216	1783	1783	97.9	NC_004829	NC_018407
809660	808901	754282	753523	760	760	99.6	NC_004829	NC_018407
973797	973314	914991	914508	484	484	97.5	NC_004829	NC_018407
174001	175489	172798	174286	1489	1489	99.7	NC_004829	NC_018407
437197	438244	403614	404661	1048	1048	97.9	NC_004829	NC_018407
446092	448657	412506	415008	2566	2503	95.6	NC_004829	NC_018407
570034	571030	512460	513456	997	997	98.4	NC_004829	NC_018407
855340	854644	807870	807174	697	697	99.5	NC_004829	NC_018407
860563	859987	813101	812525	577	577	100.0	NC_004829	NC_018407
347232	348381	332695	333844	1150	1150	100.0	NC_004829	NC_018407
555514	554122	496548	495156	1393	1393	98.2	NC_004829	NC_018407
702324	700896	647208	645780	1429	1429	98.9	NC_004829	NC_018407
866196	865218	818734	817756	979	979	99.3	NC_004829	NC_018407
932987	932204	881560	880777	784	784	97.6	NC_004829	NC_018407
419897	420530	386322	386955	634	634	100.0	NC_004829	NC_018407
424040	424331	390465	390756	292	292	100.0	NC_004829	NC_018407
679126	679774	624103	624751	649	649	98.6	NC_004829	NC_018407
682611	680457	627591	625437	2155	2155	99.4	NC_004829	NC_018407
685795	684751	630775	629731	1045	1045	99.4	NC_004829	NC_018407
687744	687471	632723	632450	274	274	100.0	NC_004829	NC_018407
815395	814462	760017	759084	934	934	99.6	NC_004829	NC_018407
818692	817033	763311	761652	1660	1660	99.2	NC_004829	NC_018407
825836	823898	773364	771417	1939	1948	93.2	NC_004829	NC_018407
830864	828737	778249	776122	2128	2128	86.7	NC_004829	NC_018407
182494	182686	181286	181478	193	193	100.0	NC_004829	NC_018407
645429	646548	593204	594323	1120	1120	98.6	NC_004829	NC_018407
889855	889051	842387	841583	805	805	100.0	NC_004829	NC_018407
229957	232723	238054	240820	2767	2767	97.6	NC_004829	NC_018407
424934	425480	391359	391905	547	547	100.0	NC_004829	NC_018407
609215	607028	775809	773706	2188	2104	61.2	NC_004829	NC_018407
747797	747986	692555	692744	190	190	100.0	NC_004829	NC_018407
517499	519914	457130	459545	2416	2416	99.0	NC_004829	NC_018407
526610	526898	466238	466526	289	289	100.0	NC_004829	NC_018407
669331	667939	614313	612927	1393	1387	98.4	NC_004829	NC_018407
339800	341276	325264	326740	1477	1477	99.5	NC_004829	NC_018407
557137	556234	498171	497268	904	904	99.6	NC_004829	NC_018407
771377	765467	715996	710242	5911	5755	88.7	NC_004829	NC_018407
422574	423084	388999	389509	511	511	100.0	NC_004829	NC_018407
776320	775522	720939	720141	799	799	97.7	NC_004829	NC_018407
871625	871259	824163	823797	367	367	100.0	NC_004829	NC_018407
874757	874454	827294	826991	304	304	98.0	NC_004829	NC_018407
877754	877106	830287	829639	649	649	98.1	NC_004829	NC_018407
995387	994043	936574	935230	1345	1345	99.5	NC_004829	NC_018407
1000176	1001076	941364	942264	901	901	99.6	NC_004829	NC_018407
442643	442151	409057	408565	493	493	96.9	NC_004829	NC_018407
574286	573416	516708	515838	871	871	98.2	NC_004829	NC_018407
851803	850363	804333	802893	1441	1441	99.7	NC_004829	NC_018407
856905	855345	809435	807875	1561	1561	94.7	NC_004829	NC_018407
332335	334084	317820	319551	1750	1732	97.9	NC_004829	NC_018407
688758	687765	633737	632744	994	994	99.6	NC_004829	NC_018407
860745	861729	813283	814267	985	985	99.3	NC_004829	NC_018407
868349	867062	820887	819600	1288	1288	99.7	NC_004829	NC_018407
357616	359155	343078	344593	1540	1516	96.2	NC_004829	NC_018407
619414	618574	567191	566351	841	841	99.6	NC_004829	NC_018407
775502	774695	720121	719314	808	808	98.5	NC_004829	NC_018407
869708	869465	822246	822003	244	244	100.0	NC_004829	NC_018407
999806	998873	940993	940060	934	934	99.0	NC_004829	NC_018407
31895	32441	31874	32420	547	547	100.0	NC_004829	NC_018407
66345	66711	66329	66695	367	367	99.1	NC_004829	NC_018407
70067	70859	70051	70843	793	793	99.6	NC_004829	NC_018407
124446	122994	124381	122926	1453	1456	95.4	NC_004829	NC_018407
182321	182495	181113	181287	175	175	100.0	NC_004829	NC_018407
643564	642676	591339	590451	889	889	100.0	NC_004829	NC_018407
800853	802059	745473	746679	1207	1207	99.2	NC_004829	NC_018407
539704	539149	480738	480183	556	556	98.9	NC_004829	NC_018407
545683	547672	486716	488705	1990	1990	100.0	NC_004829	NC_018407
800748	799749	745368	744369	1000	1000	100.0	NC_004829	NC_018407
894000	894945	846534	847479	946	946	99.0	NC_004829	NC_018407
431829	432714	398254	399139	886	886	98.9	NC_004829	NC_018407
611754	611613	559532	559337	142	196	76.4	NC_004829	NC_018407
748432	748918	693190	693676	487	487	97.5	NC_004829	NC_018407
753887	755051	698662	699826	1165	1165	99.2	NC_004829	NC_018407
756906	757569	701680	702343	664	664	96.8	NC_004829	NC_018407
488036	490148	546790	544696	2113	2095	82.9	NC_004829	NC_018407
630144	630429	577922	578207	286	286	97.8	NC_004829	NC_018407
634238	635354	582015	583131	1117	1117	98.9	NC_004829	NC_018407
962505	962286	903738	903519	220	220	88.2	NC_004829	NC_018407
74483	74843	74467	74827	361	361	100.0	NC_004829	NC_018407
303831	303000	289297	288466	832	832	100.0	NC_004829	NC_018407
458894	461819	425251	428176	2926	2926	98.3	NC_004829	NC_018407
651116	650270	598891	598045	847	847	100.0	NC_004829	NC_018407
807339	806499	751961	751121	841	841	100.0	NC_004829	NC_018407
295937	297806	281391	283260	1870	1870	96.4	NC_004829	NC_018407
308138	311999	293610	297471	3862	3862	100.0	NC_004829	NC_018407
454468	457645	420819	424002	3178	3184	98.2	NC_004829	NC_018407
652038	651108	599813	598883	931	931	99.6	NC_004829	NC_018407
658292	657236	606069	605013	1057	1057	98.2	NC_004829	NC_018407
811330	809680	755952	754302	1651	1651	99.8	NC_004829	NC_018407
812985	811725	757607	756347	1261	1261	100.0	NC_004829	NC_018407
980124	978048	921326	919238	2077	2089	98.4	NC_004829	NC_018407
286739	289127	270819	273258	2389	2440	93.1	NC_004829	NC_018407
569465	569129	511891	511555	337	337	100.0	NC_004829	NC_018407
579506	579212	521931	521637	295	295	98.9	NC_004829	NC_018407
159340	159769	158139	158568	430	430	97.8	NC_004829	NC_018407
159743	160316	158542	159115	574	574	100.0	NC_004829	NC_018407
160284	161238	159083	160037	955	955	99.6	NC_004829	NC_018407
161237	162467	160036	161266	1231	1231	99.5	NC_004829	NC_018407
162733	162478	161532	161277	256	256	98.7	NC_004829	NC_018407
162809	163469	161608	162268	661	661	98.6	NC_004829	NC_018407
163475	164423	162274	163222	949	949	97.1	NC_004829	NC_018407
164428	166579	163227	165378	2152	2152	97.6	NC_004829	NC_018407
166623	167112	165422	165911	490	490	100.0	NC_004829	NC_018407
167102	169133	165901	167932	2032	2032	99.7	NC_004829	NC_018407
761193	760713	705967	705487	481	481	99.3	NC_004829	NC_018407
772887	771444	717506	716063	1444	1444	99.1	NC_004829	NC_018407
916669	915226	869205	867762	1444	1444	97.5	NC_004829	NC_018407
417923	418367	384348	384792	445	445	100.0	NC_004829	NC_018407
777103	776326	721722	720945	778	778	98.0	NC_004829	NC_018407
788274	785457	732893	730076	2818	2818	99.3	NC_004829	NC_018407
998867	997757	940054	938944	1111	1111	99.4	NC_004829	NC_018407
31421	31889	31400	31868	469	469	99.3	NC_004829	NC_018407
69356	69620	69340	69604	265	265	100.0	NC_004829	NC_018407
120680	119198	120655	119167	1483	1489	96.5	NC_004829	NC_018407
899206	900607	851739	853140	1402	1402	99.5	NC_004829	NC_018407
904738	905143	857272	857677	406	406	100.0	NC_004829	NC_018407
323519	325139	308985	310605	1621	1621	99.8	NC_004829	NC_018407
331716	332352	317182	317818	637	637	98.1	NC_004829	NC_018407
666847	665848	611836	610837	1000	1000	99.3	NC_004829	NC_018407
736596	735774	681462	680640	823	823	97.8	NC_004829	NC_018407
742930	740848	687705	685623	2083	2083	99.4	NC_004829	NC_018407
13256	14426	13224	14394	1171	1171	97.9	NC_004829	NC_018407
52631	53789	52608	53766	1159	1159	99.7	NC_004829	NC_018407
970087	969832	911370	911025	256	346	97.6	NC_004829	NC_018407
169125	169830	167924	168629	706	706	100.0	NC_004829	NC_018407
178921	179470	177717	178266	550	550	96.1	NC_004829	NC_018407
284290	286423	261229	263311	2134	2083	92.9	NC_004829	NC_018407
298266	298710	283722	284166	445	445	97.2	NC_004829	NC_018407
569966	569537	512392	511963	430	430	100.0	NC_004829	NC_018407
854609	853232	807139	805762	1378	1378	99.7	NC_004829	NC_018407
859333	859006	811863	811536	328	328	100.0	NC_004829	NC_018407
550185	549504	491219	490538	682	682	99.1	NC_004829	NC_018407
962161	961318	903386	902543	844	844	94.6	NC_004829	NC_018407
73925	74477	73909	74461	553	553	100.0	NC_004829	NC_018407
208962	210009	217079	218126	1048	1048	99.4	NC_004829	NC_018407
312111	315123	297583	300595	3013	3013	99.2	NC_004829	NC_018407
457654	458881	424011	425238	1228	1228	99.5	NC_004829	NC_018407
811763	811331	756385	755953	433	433	100.0	NC_004829	NC_018407
984715	982339	925913	923528	2377	2386	98.6	NC_004829	NC_018407
291870	293976	276007	278026	2107	2020	84.8	NC_004829	NC_018407
967100	969479	908310	910683	2380	2374	97.4	NC_004829	NC_018407
177874	178423	176671	177220	550	550	97.8	NC_004829	NC_018407
299357	298781	284811	284235	577	577	97.9	NC_004829	NC_018407
445424	445937	411838	412351	514	514	98.8	NC_004829	NC_018407
853229	851780	805759	804310	1450	1450	99.1	NC_004829	NC_018407
345633	346458	331096	331921	826	826	100.0	NC_004829	NC_018407
549538	548761	490572	489795	778	778	99.6	NC_004829	NC_018407
691700	690509	636679	635488	1192	1192	98.7	NC_004829	NC_018407
863114	861725	815652	814263	1390	1390	99.1	NC_004829	NC_018407
355640	356354	341102	341816	715	715	97.4	NC_004829	NC_018407
902568	904608	855102	857142	2041	2041	99.8	NC_004829	NC_018407
329566	330751	315032	316217	1186	1186	99.7	NC_004829	NC_018407
738809	739448	683676	684315	640	640	98.5	NC_004829	NC_018407
934298	932990	882871	881563	1309	1309	98.1	NC_004829	NC_018407
61768	62638	61752	62622	871	871	100.0	NC_004829	NC_018407
99790	102406	99770	102386	2617	2617	99.1	NC_004829	NC_018407
151807	152239	150608	151040	433	433	100.0	NC_004829	NC_018407
188581	187906	187368	186693	676	676	100.0	NC_004829	NC_018407
199933	201883	209458	211417	1951	1960	99.3	NC_004829	NC_018407
558029	557603	499063	498637	427	427	100.0	NC_004829	NC_018407
562675	561289	505101	503715	1387	1387	99.5	NC_004829	NC_018407
565324	564895	507750	507321	430	430	99.2	NC_004829	NC_018407
705050	704393	649932	649275	658	658	100.0	NC_004829	NC_018407
710164	707644	655046	652526	2521	2521	98.8	NC_004829	NC_018407
789875	789053	734495	733715	823	781	99.6	NC_004829	NC_018407
871242	870264	823825	822802	979	1024	99.6	NC_004829	NC_018407
990098	987980	931294	929176	2119	2119	99.1	NC_004829	NC_018407
1001879	1001078	943067	942266	802	802	100.0	NC_004829	NC_018407
66093	65211	66077	65195	883	883	99.3	NC_004829	NC_018407
258271	260311	266035	268114	2041	2080	83.6	NC_004829	NC_018407
262984	265081	771074	768977	2098	2098	91.5	NC_004829	NC_018407
582686	581588	525114	524016	1099	1099	98.9	NC_004829	NC_018407
586970	585068	529398	527496	1903	1903	98.7	NC_004829	NC_018407
587342	587042	529770	529470	301	301	100.0	NC_004829	NC_018407
589783	587371	532211	529799	2413	2413	97.6	NC_004829	NC_018407
592490	590429	537269	535235	2062	2035	97.4	NC_004829	NC_018407
594769	592768	539553	537546	2002	2008	91.9	NC_004829	NC_018407
599537	597443	541977	539880	2095	2098	86.8	NC_004829	NC_018407
719652	718452	664515	663282	1201	1234	99.7	NC_004829	NC_018407
720743	719666	665607	664530	1078	1078	99.7	NC_004829	NC_018407
672909	671829	617897	616817	1081	1081	99.7	NC_004829	NC_018407
934760	934472	883389	883050	289	340	91.5	NC_004829	NC_018407
11598	13248	11566	13216	1651	1651	97.8	NC_004829	NC_018407
55739	56717	55716	56694	979	979	100.0	NC_004829	NC_018407
95692	97474	95672	97454	1783	1783	100.0	NC_004829	NC_018407
152247	152892	151048	151693	646	646	100.0	NC_004829	NC_018407
189839	191030	188627	189818	1192	1192	99.4	NC_004829	NC_018407
